filer,name,ticker,date,type,current_shares,current_value,previous_shares,previous_value,current_percent,previous_percent,rank,previous_rank,change_in_shares,change_type,sector
CQS CAYMAN LP,"Thermo Fisher Scientific, Inc.",TMO,6/30/09,SH,0,0,102300,3649000,,0.4862,999999,32,-100,soldall,HEALTH CARE
CQS CAYMAN LP,Embarq Corp.,EQ,6/30/09,SH,0,0,47500,1798000,,0.2396,999999,44,-100,soldall,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,CV Therapeutics Inc,CVTX,6/30/09,SH,0,0,241000,4791000,,0.6384,999999,29,-100,soldall,HEALTH CARE
CQS CAYMAN LP,IPC Holdings Ltd,IPCR,6/30/09,SH,0,0,8155,221000,,0.0294,999999,74,-100,soldall,FINANCE
CQS CAYMAN LP,Molson Coors Brewing Company,TAP,6/30/09,SH,0,0,100400,3442000,,0.4586,999999,35,-100,soldall,CONSUMER STAPLES
CQS CAYMAN LP,iShares Inc. MSCI Brazil Capped Index Fund,EWZ,6/30/09,SH,0,0,5077988,191440000,,25.5092,999999,1,-100,soldall,FINANCE
CQS CAYMAN LP,"21st Century Fox, Inc. Class B",FOX,6/30/09,SH,0,0,2202283,14579000,,1.9426,999999,12,-100,soldall,CONSUMER DISCRETIONARY
CQS CAYMAN LP,CF Industries Holdings Inc,CF,6/30/09,SH,0,0,12495,889000,,0.1185,999999,57,-100,soldall,MATERIALS
CQS CAYMAN LP,"Kinder Morgan Management, LLC",KMR,6/30/09,SH,0,0,83692,3326000,,0.4432,999999,36,-100,soldall,ENERGY
CQS CAYMAN LP,MYLAN INC PFD A,MYL-PA,6/30/09,PRN,0,0,2500,2156000,,0.2873,999999,42,-100,soldall,UNKNOWN
CQS CAYMAN LP,Yahoo! Inc.,YHOO,6/30/09,SH,0,0,14188,182000,,0.0243,999999,75,-100,soldall,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Western Goldfields Inc Idaho,WGW,6/30/09,SH,0,0,737500,1755000,,0.2339,999999,46,-100,soldall,MATERIALS
CQS CAYMAN LP,Huntsman Corp,HUN,6/30/09,SH,0,0,34400,108000,,0.0144,999999,77,-100,soldall,MATERIALS
CQS CAYMAN LP,Sirf Technology Holdings Inc,SIRF,6/30/09,SH,0,0,16377,38000,,0.0051,999999,78,-100,soldall,INFORMATION TECHNOLOGY
CQS CAYMAN LP,iShares Trust - iShares FTSE China 25 Index Fund,FXI,6/30/09,SH,0,0,1452000,41426000,,5.52,999999,5,-100,soldall,FINANCE
CQS CAYMAN LP,Washington Real Estate Investment Trust,WRE,6/30/09,PRN,0,0,12000000,10080000,,1.3432,999999,20,-100,soldall,FINANCE
CQS CAYMAN LP,"Brookline Bancorp, Inc.",BRKL,6/30/09,SH,0,0,188075,1787000,,0.2381,999999,45,-100,soldall,FINANCE
CQS CAYMAN LP,Liberty Entertainment Group,LMDIA,6/30/09,SH,0,0,112500,2244000,,0.299,999999,40,-100,soldall,SERVICES
CQS CAYMAN LP,GFI Group Inc,GFIG,6/30/09,SH,0,0,700000,2247000,,0.2994,999999,39,-100,soldall,FINANCE
CQS CAYMAN LP,"Neuberger Berman Dividend Advantage Fund, Inc.",NDD,6/30/09,SH,0,0,260814,1312000,,0.1748,999999,52,-100,soldall,FINANCE
CQS CAYMAN LP,"Teva Pharmaceutical Industries Ltd, ADR",TEVA,6/30/09,PRN,0,0,45000000,54016000,,7.1976,999999,2,-100,soldall,HEALTH CARE
CQS CAYMAN LP,Fresenius Kabi Pharmaceuticals ,APCVZ,6/30/09,SH,0,0,10000,4000,,0.0005,999999,80,-100,soldall,UNKNOWN
CQS CAYMAN LP,Centennial Communications Corp. (New) Class A,CYCL,6/30/09,SH,0,0,166275,1373000,,0.183,999999,51,-100,soldall,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,OILSANDS QUEST WTS,BQI-WT,6/30/09,CALL,0,0,300000,15000,,0.002,999999,79,-100,soldall,UNKNOWN
CQS CAYMAN LP,BHP Billiton Ltd. ADR,BHP,6/30/09,SH,0,0,316541,14118000,,1.8812,999999,14,-100,soldall,MATERIALS
CQS CAYMAN LP,Sina Corp,SINA,6/30/09,SH,0,0,36000,837000,,0.1115,999999,58,-100,soldall,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Thinkorswim Group Inc,SWIM,6/30/09,SH,0,0,186503,1611000,,0.2147,999999,48,-100,soldall,CONSUMER DISCRETIONARY
CQS CAYMAN LP,ICICI Bank Ltd. ADS,IBN,6/30/09,SH,0,0,50000,665000,,0.0886,999999,62,-100,soldall,FINANCE
CQS CAYMAN LP,Fiduciary/Claymore Dynamic Equity Fund,HCE,6/30/09,SH,0,0,100770,398000,,0.053,999999,69,-100,soldall,FINANCE
CQS CAYMAN LP,Nabors Industries Ltd.,NBR,6/30/09,PRN,0,0,16245000,14377000,,1.9157,999999,13,-100,soldall,ENERGY
CQS CAYMAN LP,Digimarc Corp,DMRC,6/30/09,SH,0,0,18440,179000,,0.0239,999999,76,-100,soldall,INFORMATION TECHNOLOGY
CQS CAYMAN LP,"Vale Capital II - 6.75% Guaranteed Notes, Series VALE.P-2012",CJT,9/30/09,PRN,2100000,148302000,0,0,10.9675,,1,999999,,new,FINANCE
CQS CAYMAN LP,ProLogis Corp.,PLD,9/30/09,PRN,88700000,79372000,56025440,45433000,5.8698,7.5398,2,3,58.3209,addition,FINANCE
CQS CAYMAN LP,"Wyeth, Inc.",WYE,9/30/09,SH,1581300,76820000,562508,25532000,5.6811,4.2372,3,7,181.116,addition,HEALTH CARE
CQS CAYMAN LP,Medtronic Inc.,MDT,9/30/09,PRN,70000000,70115000,2750000,2562000,5.1852,0.4252,4,37,2445.4545,addition,HEALTH CARE
CQS CAYMAN LP,Vornado Realty Trust,VNO,9/30/09,PRN,71150000,68658000,16800,458000,5.0775,0.076,5,70,423411.9048,addition,FINANCE
CQS CAYMAN LP,"Amgen, Inc.",AMGN,9/30/09,PRN,65700000,65837000,5600000,5333000,4.8689,0.885,6,23,1073.2143,addition,HEALTH CARE
CQS CAYMAN LP,"D.R. Horton, Inc.",DHI,9/30/09,PRN,57500000,65781000,55000000,52919000,4.8647,8.7822,7,1,4.5455,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Gilead Sciences Inc.,GILD,9/30/09,PRN,90000000,58954000,0,0,4.3599,,8,999999,,new,HEALTH CARE
CQS CAYMAN LP,Transocean Ltd,RIG,9/30/09,PRN,51000000,49878000,10000000,8473000,3.6887,1.4061,9,20,410,addition,ENERGY
CQS CAYMAN LP,"Boston Properties, Inc.",BXP,9/30/09,PRN,49895000,48516000,42095000,37510000,3.5879,6.225,10,5,18.5295,addition,FINANCE
CQS CAYMAN LP,"Vornado Realty L.P., 7.875% Public Income NotES (PINES) Due 10/1/2039",VNOD,9/30/09,PRN,46000000,45656000,39850000,34935000,3.3764,5.7976,11,6,15.4329,addition,FINANCE
CQS CAYMAN LP,CMS Energy Corp.,CMS,9/30/09,PRN,35563000,39950000,10500000,10813000,2.9544,1.7945,12,18,238.6952,addition,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,Omnicom Group Inc.,OMC,9/30/09,PRN,32936000,32885000,300000,233000,2.432,0.0387,13,81,10878.6667,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,iShares Inc. MSCI Brazil Capped Index Fund,EWZ,9/30/09,SH,481241,32551000,0,0,2.4073,,14,999999,,new,FINANCE
CQS CAYMAN LP,"National Retail Properties, Inc.",NNN,9/30/09,PRN,28800000,30970000,27000000,14736000,2.2903,2.4455,15,13,6.6667,addition,FINANCE
CQS CAYMAN LP,Loews Corp,L,9/30/09,SH,812771,27837000,867521,23770000,2.0586,3.9448,16,10,-6.3111,reduction,FINANCE
CQS CAYMAN LP,"Tyson Foods, Inc.",TSN,9/30/09,PRN,25500000,27474000,0,0,2.0318,,17,999999,,new,CONSUMER STAPLES
CQS CAYMAN LP,"Lucent Technologies, Inc.",LU,9/30/09,PRN,25000000,24865000,0,0,1.8389,,18,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Schering-Plough Inc.,SGP,9/30/09,SH,800000,22600000,161256,4058000,1.6713,0.6734,19,28,396.1056,addition,HEALTH CARE
CQS CAYMAN LP,BHP Billiton plc ADS,BBL,9/30/09,PRN,391892,21464000,0,0,1.5873,,20,999999,,new,MATERIALS
CQS CAYMAN LP,NII HOLDINGS INC CL B,NIHDQ,9/30/09,PRN,23500000,20987000,10000,409000,1.5521,0.0679,21,73,234900,addition,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,"WESCO International, Inc",WCC,9/30/09,PRN,13750000,17858000,26000000,24977000,1.3207,4.1451,22,8,-47.1154,reduction,INDUSTRIALS
CQS CAYMAN LP,Carnival Corp.,CCL,9/30/09,SH,532440,17474000,556203,14333000,1.2923,2.3786,23,14,-4.2724,reduction,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Global Industries Ltd,GLBL,9/30/09,PRN,25400000,16711000,27000000,12356000,1.2358,2.0505,24,15,-5.9259,reduction,ENERGY
CQS CAYMAN LP,OSI Pharmaceuticals Inc.,OSIP,9/30/09,PRN,14450000,13651000,5500000,4525000,1.0095,0.7509,25,26,162.7273,addition,HEALTH CARE
CQS CAYMAN LP,Nash-Finch Co.,NAFC,9/30/09,PRN,31873000,13513000,250000,224000,0.9993,0.0372,26,83,12649.2,addition,CONSUMER STAPLES
CQS CAYMAN LP,UDR Inc.,UDR,9/30/09,PRN,13534000,13342000,56000000,51396000,0.9867,8.5294,27,2,-75.8321,reduction,FINANCE
CQS CAYMAN LP,GoldCorp Inc. (New),GG,9/30/09,SH,305000,13109000,305000,12331000,0.9695,2.0464,28,16,0,,MATERIALS
CQS CAYMAN LP,"Liberty Global Inc, Class A",LBTYA,9/30/09,SH,515657,11638000,693202,11015000,0.8607,1.828,29,17,-25.6123,reduction,CONSUMER DISCRETIONARY
CQS CAYMAN LP,American Express,AXP,9/30/09,SH,300000,10170000,0,0,0.7521,,30,999999,,new,FINANCE
CQS CAYMAN LP,"Liberty Media Group, Inc. Class B",LMC.B,9/30/09,PRN,10000000,10023000,11816000,8984000,0.7412,1.4909,31,19,-15.369,reduction,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Cameron International Corp.,CAM,9/30/09,SH,251500,9512000,125600,3554000,0.7034,0.5898,32,31,100.2389,addition,ENERGY
CQS CAYMAN LP,SESI LLC,SESI-NF,9/30/09,PRN,10000000,9024000,550000,5071000,0.6674,0.8416,33,24,1718.1818,addition, 
CQS CAYMAN LP,"Micron Technology, Inc.",MU,9/30/09,PRN,10000000,8468000,0,0,0.6262,,34,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Companhia Vale de Rio Doce S.A. ADR,VALE,9/30/09,PRN,255561,5911000,0,0,0.4371,,35,999999,,new,MATERIALS
CQS CAYMAN LP,"Best Buy Co., Inc.",BBY,9/30/09,PRN,5450000,5878000,0,0,0.4347,,36,999999,,new,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Regions Financial Corp. (New),RF,9/30/09,SH,875000,5434000,0,0,0.4019,,37,999999,,new,FINANCE
CQS CAYMAN LP,Discovery Communications Inc Series C,DISCK,9/30/09,SH,394954,5140000,621236,6377000,0.3801,1.0583,38,22,-36.4245,reduction,CONSUMER DISCRETIONARY
CQS CAYMAN LP,IAMGold Corp. ADR,IAG,9/30/09,SH,330000,4993000,340000,4005000,0.3692,0.6647,39,29,-2.9412,reduction,MATERIALS
CQS CAYMAN LP,UNS Energy Corp,UNS,9/30/09,PRN,4900000,4834000,0,0,0.3575,,40,999999,,new,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,"21st Century Fox, Inc. Class B",FOX,9/30/09,SH,402291,4811000,0,0,0.3558,,41,999999,,new,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Symantec Corp.,SYMC,9/30/09,PRN,4300000,4691000,0,0,0.3469,,42,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Mylan Inc,MYL,9/30/09,PRN,4250000,4250000,250000,250000,0.3143,0.0415,43,80,1600,addition,HEALTH CARE
CQS CAYMAN LP,DST Systems Inc. (DE),DST,9/30/09,PRN,3650000,3892000,250000,222000,0.2878,0.0368,44,84,1360,addition,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Silver Wheaton Corp.,SLW,9/30/09,SH,280000,3705000,220000,1983000,0.274,0.3291,45,41,27.2727,addition,MATERIALS
CQS CAYMAN LP,PowerShares QQQ Trust - Unit Series 1,QQQ,9/30/09,SH,82198,3473000,25440,926000,0.2568,0.1537,46,55,223.1053,addition,FINANCE
CQS CAYMAN LP,CuraGen Corp.,CRGN,9/30/09,SH,2301383,3383000,2921698,4207000,0.2502,0.6982,47,27,-21.2313,reduction,HEALTH CARE
CQS CAYMAN LP,iShares MSCI Emerging Markets Index Fund,EEM,9/30/09,SH,80880,3147000,0,0,0.2327,,48,999999,,new,FINANCE
CQS CAYMAN LP,Fifth Third Bancorp,FITB,9/30/09,SH,300000,3039000,0,0,0.2247,,49,999999,,new,FINANCE
CQS CAYMAN LP,SM Energy Co,SM,9/30/09,PRN,3000000,3021000,0,0,0.2234,,50,999999,,new,ENERGY
CQS CAYMAN LP,Rayonier Inc. (New),RYN,9/30/09,PRN,4050000,2990000,0,0,0.2211,,51,999999,,new,FINANCE
CQS CAYMAN LP,Millipore Corp.,MIL,9/30/09,PRN,2700000,2927000,500000,463000,0.2165,0.0768,52,69,440,addition,HEALTH CARE
CQS CAYMAN LP,Kinross Gold Corp. ADR,KGC,9/30/09,SH,122500,2858000,122500,2597000,0.2114,0.431,53,36,0,,MATERIALS
CQS CAYMAN LP,Uranium Energy Corp,UEC,9/30/09,SH,957852,2826000,957852,2778000,0.209,0.461,54,35,0,,MATERIALS
CQS CAYMAN LP,L-3 Communications Holdings,LLL,9/30/09,PRN,2500000,2677000,0,0,0.198,,55,999999,,new,INDUSTRIALS
CQS CAYMAN LP,Synovus Financial Corp.,SNV,9/30/09,SH,100000,2625000,0,0,0.1941,,56,999999,,new,FINANCE
CQS CAYMAN LP,Covanta Holding Corp.,CVA,9/30/09,PRN,2800000,2596000,250000,217000,0.192,0.036,57,85,1020,addition,INDUSTRIALS
CQS CAYMAN LP,Comcast Corp. (New) Special Class A,CMCSK,9/30/09,SH,154962,2492000,204043,2877000,0.1843,0.4775,58,33,-24.0542,reduction,CONSUMER DISCRETIONARY
CQS CAYMAN LP,New Gold Inc. ADR,NGD,9/30/09,SH,600000,2454000,600000,1848000,0.1815,0.3067,59,44,0,,MATERIALS
CQS CAYMAN LP,"Health Care REIT, Inc.",HCN,9/30/09,PRN,2000000,2275000,43000,1159000,0.1682,0.1923,60,50,4551.1628,addition,FINANCE
CQS CAYMAN LP,"Gran Tierra Energy, Inc.",GTE,9/30/09,SH,500000,2245000,500000,2025000,0.166,0.3361,61,40,0,,ENERGY
CQS CAYMAN LP,"VMWare, Inc.",VMW,9/30/09,SH,54060,2172000,16800,458000,0.1606,0.076,62,71,221.7857,addition,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Allied Nevada Gold Corp,ANV,9/30/09,SH,200000,1958000,200000,1880000,0.1448,0.312,63,43,0,,MATERIALS
CQS CAYMAN LP,EMC Corp.,EMC,9/30/09,PRN,1400000,1786000,300000,306000,0.1321,0.0508,64,78,366.6667,addition,INFORMATION TECHNOLOGY
CQS CAYMAN LP,ELEMENTS Rogers Agriculture ETN,RJA,9/30/09,SH,235000,1647000,235000,1688000,0.1218,0.2801,65,46,0,,MATERIALS
CQS CAYMAN LP,AU Optronics Corp. ADS,AUO,9/30/09,PRN,150000,1452000,0,0,0.1074,,66,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,"Health Care REIT Inc., 7.50% Series G Cumul Convertible Preferred Stock",HCN-PG,9/30/09,PRN,43000,1311000,0,0,0.097,,67,999999,,new,FINANCE
CQS CAYMAN LP,AimGlobal Technologies Inc,AGT,9/30/09,SH,2100000,1134000,2400000,1200000,0.0839,0.1991,68,49,-12.5,reduction,INDUSTRIALS
CQS CAYMAN LP,Mead Johnson Nutrition Co.,MJN,9/30/09,SH,25000,1128000,0,0,0.0834,,69,999999,,new,CONSUMER STAPLES
CQS CAYMAN LP,"Key Energy Services, Inc.",KEG,9/30/09,SH,120000,1044000,70000,403000,0.0772,0.0669,70,75,71.4286,addition,ENERGY
CQS CAYMAN LP,Cameco Corp.,CCJ,9/30/09,SH,35000,1040000,35000,1044000,0.0769,0.1733,71,54,0,,ENERGY
CQS CAYMAN LP,Silvercorp Metals Inc. ADR,SVM,9/30/09,SH,200000,1020000,90000,365000,0.0754,0.0606,72,77,122.2222,addition,MATERIALS
CQS CAYMAN LP,3M Company,MMM,9/30/09,PRN,1146000,987000,600000,498000,0.073,0.0826,73,67,91,addition,INDUSTRIALS
CQS CAYMAN LP,SandRidge Energy Inc,SD,9/30/09,SH,70000,907000,100000,852000,0.0671,0.1414,74,57,-30,reduction,ENERGY
CQS CAYMAN LP,Barrick Gold Corp,ABX,9/30/09,SH,22500,853000,45000,1762000,0.0631,0.2924,75,45,-50,reduction,MATERIALS
CQS CAYMAN LP,Eldorado Gold Corp. ADR,EGO,9/30/09,SH,70000,851000,70000,734000,0.0629,0.1218,76,59,0,,MATERIALS
CQS CAYMAN LP,Market Vector Brazil Small Cap ETF,BRF,9/30/09,SH,20000,803000,0,0,0.0594,,77,999999,,new,FINANCE
CQS CAYMAN LP,Aluminum Corp. of China Ltd. Class H ADS,ACH,9/30/09,PRN,27100,742000,0,0,0.0549,,78,999999,,new,MATERIALS
CQS CAYMAN LP,"Jaguar Mining, Inc.",JAGGF,9/30/09,SH,77500,742000,75000,662000,0.0549,0.1099,79,61,3.3333,addition,MATERIALS
CQS CAYMAN LP,Pengrowth Energy Corp. Class A,PGH,9/30/09,SH,60000,680000,60000,551000,0.0503,0.0914,80,65,0,,ENERGY
CQS CAYMAN LP,"Charles River Laboratories International, Inc.",CRL,9/30/09,PRN,600000,679000,0,0,0.0502,,81,999999,,new,HEALTH CARE
CQS CAYMAN LP,Aurizon Mines Ltd,AZK,9/30/09,SH,140000,658000,150000,629000,0.0487,0.1044,82,63,-6.6667,reduction,MATERIALS
CQS CAYMAN LP,Exeter Resource Corp.,XRA,9/30/09,SH,127500,625000,127500,431000,0.0462,0.0715,83,72,0,,MATERIALS
CQS CAYMAN LP,Great Basin Gold Ltd.,GBGLF,9/30/09,SH,375000,615000,400000,636000,0.0455,0.1055,84,62,-6.25,reduction,MATERIALS
CQS CAYMAN LP,Enerplus Corp,ERF,9/30/09,SH,25000,613000,25000,628000,0.0453,0.1042,85,64,0,,ENERGY
CQS CAYMAN LP,"EXCO Resources, Inc.",XCO,9/30/09,SH,30000,561000,70000,904000,0.0415,0.15,86,56,-57.1429,reduction,ENERGY
CQS CAYMAN LP,Brigham Exploration Co,BEXP,9/30/09,SH,60000,545000,0,0,0.0403,,87,999999,,new,ENERGY
CQS CAYMAN LP,China Mobile Ltd.,CHL,9/30/09,PRN,10000,491000,0,0,0.0363,,88,999999,,new,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,Baytex Energy Trust,BTE,9/30/09,SH,20500,484000,20500,402000,0.0358,0.0667,89,76,0,,ENERGY
CQS CAYMAN LP,DDR Corp,DDR,9/30/09,SH,50000,462000,420000,2050000,0.0342,0.3402,90,39,-88.0952,reduction,FINANCE
CQS CAYMAN LP,Pan American Silver Corp,PAAS,9/30/09,SH,20000,456000,60000,1100000,0.0337,0.1826,91,53,-66.6667,reduction,MATERIALS
CQS CAYMAN LP,Silver Standard Resources Inc.,SSRI,9/30/09,SH,21300,455000,25000,469000,0.0336,0.0778,92,68,-14.8,reduction,MATERIALS
CQS CAYMAN LP,EnergySolutions Inc,ES,9/30/09,SH,30000,277000,30000,276000,0.0205,0.0458,93,79,0,,ENERGY
CQS CAYMAN LP,International Tower Hill Mines Ltd.,THM,9/30/09,SH,50000,216000,0,0,0.016,,94,999999,,new,MATERIALS
CQS CAYMAN LP,China Unicom (Hong Kong) Ltd. (ADR),CHU,9/30/09,PRN,12092,172000,0,0,0.0127,,95,999999,,new,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,Nevsun Resources Ltd,NSU,9/30/09,SH,50000,103000,0,0,0.0076,,96,999999,,new,MATERIALS
CQS CAYMAN LP,United States Steel Corp. (New),X,9/30/09,PRN,0,0,20000,1107000,,0.1837,999999,52,-100,soldall,MATERIALS
CQS CAYMAN LP,Vector Group Ltd.,VGR,9/30/09,PRN,0,0,1056032,2778000,,0.461,999999,34,-100,soldall,CONSUMER STAPLES
CQS CAYMAN LP,Sun Microsystems Inc.,JAVA,9/30/09,SH,0,0,550000,5071000,,0.8416,999999,25,-100,soldall,INFORMATION TECHNOLOGY
CQS CAYMAN LP,BHP Billiton plc ADS,BBL,9/30/09,SH,0,0,441218,20058000,,3.3287,999999,11,-100,soldall,MATERIALS
CQS CAYMAN LP,Petroleo Brasileiro SA Petrobras Class A,PBR.A,9/30/09,SH,0,0,113224,3777000,,0.6268,999999,30,-100,soldall,ENERGY
CQS CAYMAN LP,ProShares UltraShort S& P500 ETF,SDS,9/30/09,SH,0,0,5000,1107000,,0.1837,999999,51,-100,soldall,FINANCE
CQS CAYMAN LP,ArcelorMittal S.A. (New) Sponsored ADR,MT,9/30/09,PRN,0,0,12000000,15166000,,2.5169,999999,12,-100,soldall,MATERIALS
CQS CAYMAN LP,Ryanair Holdings ADR,RYAAY,9/30/09,SH,0,0,50841,1443000,,0.2395,999999,47,-100,soldall,TRANSPORTS
CQS CAYMAN LP,Weingarten Realty Investors,WRI,9/30/09,PRN,0,0,45500000,41497000,,6.8866,999999,4,-100,soldall,FINANCE
CQS CAYMAN LP,Yamana Gold Inc.,AUY,9/30/09,SH,0,0,50000,517000,,0.0858,999999,66,-100,soldall,MATERIALS
CQS CAYMAN LP,Medarex Inc.,MEDX,9/30/09,PRN,0,0,867521,23770000,,3.9448,999999,9,-100,soldall,HEALTH CARE
CQS CAYMAN LP,Fresenius Kabi Pharmaceuticals ,APCVZ,9/30/09,CALL,0,0,10000,3000,,0.0005,999999,86,-100,soldall,UNKNOWN
CQS CAYMAN LP,"China Medical Technologies, Inc. ADR",CMEDQ,9/30/09,PRN,0,0,5250000,3419000,,0.5674,999999,32,-100,soldall,HEALTH CARE
CQS CAYMAN LP,Entrust Inc.,ENTU,9/30/09,SH,0,0,395902,717000,,0.119,999999,60,-100,soldall,INFORMATION TECHNOLOGY
CQS CAYMAN LP,DRDGold Ltd ADR,DRD,9/30/09,SH,0,0,30000,228000,,0.0378,999999,82,-100,soldall,MATERIALS
CQS CAYMAN LP,Newmont Mining Corp. (Holding Co.),NEM,9/30/09,SH,0,0,10000,409000,,0.0679,999999,74,-100,soldall,MATERIALS
CQS CAYMAN LP,"BRE Properties, Inc.",BRE,9/30/09,PRN,0,0,8000000,7375000,,1.2239,999999,21,-100,soldall,FINANCE
CQS CAYMAN LP,China Petroleum & Chemical Corp. Sponsored ADR,SNP,9/30/09,SH,0,0,33675,1965000,,0.3261,999999,42,-100,soldall,ENERGY
CQS CAYMAN LP,Anglogold Ashanti Ltd ADS,AU,9/30/09,SH,0,0,35000,1282000,,0.2128,999999,48,-100,soldall,MATERIALS
CQS CAYMAN LP,China Telecom Corp. Ltd ADS,CHA,9/30/09,SH,0,0,15000,746000,,0.1238,999999,58,-100,soldall,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,Theravance Inc,THRX,9/30/09,PRN,0,0,280000,2335000,,0.3875,999999,38,-100,soldall,HEALTH CARE
CQS CAYMAN LP,"Vale Capital II - 6.75% Guaranteed Notes, Series VALE.P-2012",CJT,12/31/09,PRN,137919,184571000,2100000,148302000,11.8254,10.9675,1,1,-93.4324,reduction,FINANCE
CQS CAYMAN LP,"Amgen, Inc.",AMGN,12/31/09,PRN,1254975,99160000,65700000,65837000,6.3532,4.8689,2,6,-98.0898,reduction,HEALTH CARE
CQS CAYMAN LP,ProLogis Corp.,PLD,12/31/09,PRN,1383131,98246000,88700000,79372000,6.2946,5.8698,3,2,-98.4407,reduction,FINANCE
CQS CAYMAN LP,Omnicom Group Inc.,OMC,12/31/09,PRN,1802234,92131000,32936000,32885000,5.9028,2.432,4,13,-94.5281,reduction,CONSUMER DISCRETIONARY
CQS CAYMAN LP,Hertz Global Holdings Inc,HTZ,12/31/09,PRN,6033185,82069000,0,0,5.2581,,5,999999,,new,TRANSPORTS
CQS CAYMAN LP,Transocean Ltd,RIG,12/31/09,PRN,345481,56672000,51000000,49878000,3.631,3.6887,6,9,-99.3226,reduction,ENERGY
CQS CAYMAN LP,Gilead Sciences Inc.,GILD,12/31/09,PRN,2362140,55705000,90000000,58954000,3.569,4.3599,7,8,-97.3754,reduction,HEALTH CARE
CQS CAYMAN LP,"Boston Properties, Inc.",BXP,12/31/09,PRN,380991,53756000,49895000,48516000,3.4441,3.5879,8,10,-99.2364,reduction,FINANCE
CQS CAYMAN LP,CMS Energy Corp.,CMS,12/31/09,PRN,3075492,52875000,35563000,39950000,3.3877,2.9544,9,12,-91.352,reduction,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,"Vornado Realty L.P., 7.875% Public Income NotES (PINES) Due 10/1/2039",VNOD,12/31/09,PRN,350263,52563000,46000000,45656000,3.3677,3.3764,10,11,-99.2386,reduction,FINANCE
CQS CAYMAN LP,EMC Corp.,EMC,12/31/09,PRN,2403945,48188000,1400000,1786000,3.0874,0.1321,11,64,71.7104,addition,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Cephalon Inc.,CEPH,12/31/09,PRN,700369,47043000,0,0,3.014,,12,999999,,new,HEALTH CARE
CQS CAYMAN LP,"D.R. Horton, Inc.",DHI,12/31/09,PRN,2947933,42673000,57500000,65781000,2.7341,4.8647,13,7,-94.8732,reduction,CONSUMER DISCRETIONARY
CQS CAYMAN LP,"National Retail Properties, Inc.",NNN,12/31/09,PRN,1368663,36241000,28800000,30970000,2.322,2.2903,14,15,-95.2477,reduction,FINANCE
CQS CAYMAN LP,Medtronic Inc.,MDT,12/31/09,PRN,595564,34579000,70000000,70115000,2.2155,5.1852,15,4,-99.1492,reduction,HEALTH CARE
CQS CAYMAN LP,Microchip Technology Inc,MCHP,12/31/09,PRN,976251,30478000,0,0,1.9527,,16,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,NII HOLDINGS INC CL B,NIHDQ,12/31/09,PRN,254396,27691000,23500000,20987000,1.7742,1.5521,17,21,-98.9175,reduction,UTILITIES & TELECOMMUNICATIONS
CQS CAYMAN LP,"Lucent Technologies, Inc.",LU,12/31/09,PRN,1492538,24827000,25000000,24865000,1.5907,1.8389,18,18,-94.0298,reduction,INFORMATION TECHNOLOGY
CQS CAYMAN LP,Carnival Corp.,CCL,12/31/09,SH,661717,21220000,532440,17474000,1.3596,1.2923,19,23,24.2801,addition,CONSUMER DISCRETIONARY
CQS CAYMAN LP,"MPS Group, Inc.",MPS,12/31/09,SH,1497498,20576000,0,0,1.3183,,20,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,BHP Billiton plc ADS,BBL,12/31/09,PRN,637432,20483000,391892,21464000,1.3123,1.5873,21,20,62.655,addition,MATERIALS
CQS CAYMAN LP,Sun Microsystems Inc.,JAVA,12/31/09,SH,2100000,19677000,0,0,1.2607,,22,999999,,new,INFORMATION TECHNOLOGY
CQS CAYMAN LP,UDR Inc.,UDR,12/31/09,PRN,641378,19200000,13534000,13342000,1.2301,0.9867,23,27,-95.261,reduction,FINANCE
